POLICY,,DURATION,,,,AGE GROUP,,PRICING,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
INSURER NAME,POLICY NAME,MINIMUM VALUE,UNIT,MAXIMUM VALUE,UNIT,AGE MINIMUM,AGE MAXIMUM,,REGION 1,,,REGION 2,,,REGION 3,,,REGION 4,
Travel Insuranz,Premier,148,Days,148,Days,61,65,301.43,557.67,602.85,412.43,763.03,824.85,445.43,824.08,890.85,515.93,954.51,1031.85
Travel Insuranz,Premier,149,Days,149,Days,61,65,310.43,574.32,620.85,425.93,788.00,851.85,460.43,851.83,920.85,532.43,985.04,1064.85
Travel Insuranz,Premier,150,Days,150,Days,61,65,310.43,574.32,620.85,425.93,788.00,851.85,460.43,851.83,920.85,532.43,985.04,1064.85
Travel Insuranz,Premier,151,Days,151,Days,61,65,310.43,574.32,620.85,425.93,788.00,851.85,460.43,851.83,920.85,532.43,985.04,1064.85
Travel Insuranz,Premier,152,Days,152,Days,61,65,310.43,574.32,620.85,425.93,788.00,851.85,460.43,851.83,920.85,532.43,985.04,1064.85
Travel Insuranz,Premier,153,Days,153,Days,61,65,310.43,574.32,620.85,425.93,788.00,851.85,460.43,851.83,920.85,532.43,985.04,1064.85
Travel Insuranz,Premier,154,Days,154,Days,61,65,310.43,574.32,620.85,425.93,788.00,851.85,460.43,851.83,920.85,532.43,985.04,1064.85
Travel Insuranz,Premier,155,Days,155,Days,61,65,310.43,574.32,620.85,425.93,788.00,851.85,460.43,851.83,920.85,532.43,985.04,1064.85
Travel Insuranz,Premier,156,Days,156,Days,61,65,319.43,590.97,638.85,439.43,812.98,878.85,473.93,876.81,947.85,550.43,1018.34,1100.85
Travel Insuranz,Premier,157,Days,157,Days,61,65,319.43,590.97,638.85,439.43,812.98,878.85,473.93,876.81,947.85,550.43,1018.34,1100.85
Travel Insuranz,Premier,158,Days,158,Days,61,65,319.43,590.97,638.85,439.43,812.98,878.85,473.93,876.81,947.85,550.43,1018.34,1100.85
Travel Insuranz,Premier,159,Days,159,Days,61,65,319.43,590.97,638.85,439.43,812.98,878.85,473.93,876.81,947.85,550.43,1018.34,1100.85
Travel Insuranz,Premier,160,Days,160,Days,61,65,319.43,590.97,638.85,439.43,812.98,878.85,473.93,876.81,947.85,550.43,1018.34,1100.85
Travel Insuranz,Premier,161,Days,161,Days,61,65,319.43,590.97,638.85,439.43,812.98,878.85,473.93,876.81,947.85,550.43,1018.34,1100.85
Travel Insuranz,Premier,162,Days,162,Days,61,65,319.43,590.97,638.85,439.43,812.98,878.85,473.93,876.81,947.85,550.43,1018.34,1100.85
Travel Insuranz,Premier,163,Days,163,Days,61,65,329.93,610.39,659.85,452.93,837.96,905.85,488.93,904.56,977.85,566.93,1048.87,1133.85
Travel Insuranz,Premier,164,Days,164,Days,61,65,329.93,610.39,659.85,452.93,837.96,905.85,488.93,904.56,977.85,566.93,1048.87,1133.85
Travel Insuranz,Premier,165,Days,165,Days,61,65,329.93,610.39,659.85,452.93,837.96,905.85,488.93,904.56,977.85,566.93,1048.87,1133.85
Travel Insuranz,Premier,166,Days,166,Days,61,65,329.93,610.39,659.85,452.93,837.96,905.85,488.93,904.56,977.85,566.93,1048.87,1133.85
Travel Insuranz,Premier,167,Days,167,Days,61,65,329.93,610.39,659.85,452.93,837.96,905.85,488.93,904.56,977.85,566.93,1048.87,1133.85
Travel Insuranz,Premier,168,Days,168,Days,61,65,329.93,610.39,659.85,452.93,837.96,905.85,488.93,904.56,977.85,566.93,1048.87,1133.85
Travel Insuranz,Premier,169,Days,169,Days,61,65,329.93,610.39,659.85,452.93,837.96,905.85,488.93,904.56,977.85,566.93,1048.87,1133.85
Travel Insuranz,Premier,170,Days,170,Days,61,65,338.93,627.05,677.85,464.93,860.16,929.85,502.43,929.54,1004.85,583.43,1079.39,1166.85
Travel Insuranz,Premier,171,Days,171,Days,61,65,338.93,627.05,677.85,464.93,860.16,929.85,502.43,929.54,1004.85,583.43,1079.39,1166.85
Travel Insuranz,Premier,172,Days,172,Days,61,65,338.93,627.05,677.85,464.93,860.16,929.85,502.43,929.54,1004.85,583.43,1079.39,1166.85
Travel Insuranz,Premier,173,Days,173,Days,61,65,338.93,627.05,677.85,464.93,860.16,929.85,502.43,929.54,1004.85,583.43,1079.39,1166.85
Travel Insuranz,Premier,174,Days,174,Days,61,65,338.93,627.05,677.85,464.93,860.16,929.85,502.43,929.54,1004.85,583.43,1079.39,1166.85
Travel Insuranz,Premier,175,Days,175,Days,61,65,338.93,627.05,677.85,464.93,860.16,929.85,502.43,929.54,1004.85,583.43,1079.39,1166.85
Travel Insuranz,Premier,176,Days,176,Days,61,65,338.93,627.05,677.85,464.93,860.16,929.85,502.43,929.54,1004.85,583.43,1079.39,1166.85
Travel Insuranz,Premier,177,Days,177,Days,61,65,349.43,646.47,698.85,479.93,887.91,959.85,517.43,957.29,1034.85,599.93,1109.92,1199.85
Travel Insuranz,Premier,178,Days,178,Days,61,65,349.43,646.47,698.85,479.93,887.91,959.85,517.43,957.29,1034.85,599.93,1109.92,1199.85
Travel Insuranz,Premier,179,Days,179,Days,61,65,349.43,646.47,698.85,479.93,887.91,959.85,517.43,957.29,1034.85,599.93,1109.92,1199.85
Travel Insuranz,Premier,180,Days,180,Days,61,65,349.43,646.47,698.85,479.93,887.91,959.85,517.43,957.29,1034.85,599.93,1109.92,1199.85
Travel Insuranz,Premier,181,Days,181,Days,61,65,349.43,646.47,698.85,479.93,887.91,959.85,517.43,957.29,1034.85,599.93,1109.92,1199.85
Travel Insuranz,Premier,182,Days,182,Days,61,65,349.43,646.47,698.85,479.93,887.91,959.85,517.43,957.29,1034.85,599.93,1109.92,1199.85
Travel Insuranz,Premier,183,Days,183,Days,61,65,349.43,646.47,698.85,479.93,887.91,959.85,517.43,957.29,1034.85,599.93,1109.92,1199.85
Travel Insuranz,Premier,184,Days,184,Days,61,65,358.43,663.12,716.85,493.43,912.89,986.85,532.43,985.04,1064.85,616.43,1140.45,1232.85
Travel Insuranz,Premier,185,Days,185,Days,61,65,358.43,663.12,716.85,493.43,912.89,986.85,532.43,985.04,1064.85,616.43,1140.45,1232.85
Travel Insuranz,Premier,186,Days,186,Days,61,65,358.43,663.12,716.85,493.43,912.89,986.85,532.43,985.04,1064.85,616.43,1140.45,1232.85
Travel Insuranz,Premier,187,Days,187,Days,61,65,358.43,663.12,716.85,493.43,912.89,986.85,532.43,985.04,1064.85,616.43,1140.45,1232.85
Travel Insuranz,Premier,188,Days,188,Days,61,65,358.43,663.12,716.85,493.43,912.89,986.85,532.43,985.04,1064.85,616.43,1140.45,1232.85
Travel Insuranz,Premier,189,Days,189,Days,61,65,358.43,663.12,716.85,493.43,912.89,986.85,532.43,985.04,1064.85,616.43,1140.45,1232.85
Travel Insuranz,Premier,190,Days,190,Days,61,65,358.43,663.12,716.85,493.43,912.89,986.85,532.43,985.04,1064.85,616.43,1140.45,1232.85
Travel Insuranz,Premier,191,Days,191,Days,61,65,368.93,682.55,737.85,505.43,935.09,1010.85,545.93,1010.02,1091.85,632.93,1170.97,1265.85
Travel Insuranz,Premier,192,Days,192,Days,61,65,368.93,682.55,737.85,505.43,935.09,1010.85,545.93,1010.02,1091.85,632.93,1170.97,1265.85
Travel Insuranz,Premier,193,Days,193,Days,61,65,368.93,682.55,737.85,505.43,935.09,1010.85,545.93,1010.02,1091.85,632.93,1170.97,1265.85
Travel Insuranz,Premier,194,Days,194,Days,61,65,368.93,682.55,737.85,505.43,935.09,1010.85,545.93,1010.02,1091.85,632.93,1170.97,1265.85
Travel Insuranz,Premier,195,Days,195,Days,61,65,368.93,682.55,737.85,505.43,935.09,1010.85,545.93,1010.02,1091.85,632.93,1170.97,1265.85
Travel Insuranz,Premier,196,Days,196,Days,61,65,368.93,682.55,737.85,505.43,935.09,1010.85,545.93,1010.02,1091.85,632.93,1170.97,1265.85
Travel Insuranz,Premier,197,Days,197,Days,61,65,368.93,682.55,737.85,505.43,935.09,1010.85,545.93,1010.02,1091.85,632.93,1170.97,1265.85
Travel Insuranz,Premier,198,Days,198,Days,61,65,377.93,699.20,755.85,518.93,960.06,1037.85,560.93,1037.77,1121.85,649.43,1201.50,1298.85
Travel Insuranz,Premier,199,Days,199,Days,61,65,377.93,699.20,755.85,518.93,960.06,1037.85,560.93,1037.77,1121.85,649.43,1201.50,1298.85
Travel Insuranz,Premier,200,Days,200,Days,61,65,377.93,699.20,755.85,518.93,960.06,1037.85,560.93,1037.77,1121.85,649.43,1201.50,1298.85
Travel Insuranz,Premier,201,Days,201,Days,61,65,377.93,699.20,755.85,518.93,960.06,1037.85,560.93,1037.77,1121.85,649.43,1201.50,1298.85
Travel Insuranz,Premier,202,Days,202,Days,61,65,377.93,699.20,755.85,518.93,960.06,1037.85,560.93,1037.77,1121.85,649.43,1201.50,1298.85
Travel Insuranz,Premier,203,Days,203,Days,61,65,377.93,699.20,755.85,518.93,960.06,1037.85,560.93,1037.77,1121.85,649.43,1201.50,1298.85
Travel Insuranz,Premier,204,Days,204,Days,61,65,377.93,699.20,755.85,518.93,960.06,1037.85,560.93,1037.77,1121.85,649.43,1201.50,1298.85
Travel Insuranz,Premier,205,Days,205,Days,61,65,388.43,718.63,776.85,532.43,985.04,1064.85,574.43,1062.74,1148.85,665.93,1232.03,1331.85
Travel Insuranz,Premier,206,Days,206,Days,61,65,388.43,718.63,776.85,532.43,985.04,1064.85,574.43,1062.74,1148.85,665.93,1232.03,1331.85
Travel Insuranz,Premier,207,Days,207,Days,61,65,388.43,718.63,776.85,532.43,985.04,1064.85,574.43,1062.74,1148.85,665.93,1232.03,1331.85
Travel Insuranz,Premier,208,Days,208,Days,61,65,388.43,718.63,776.85,532.43,985.04,1064.85,574.43,1062.74,1148.85,665.93,1232.03,1331.85
Travel Insuranz,Premier,209,Days,209,Days,61,65,388.43,718.63,776.85,532.43,985.04,1064.85,574.43,1062.74,1148.85,665.93,1232.03,1331.85
Travel Insuranz,Premier,210,Days,210,Days,61,65,388.43,718.63,776.85,532.43,985.04,1064.85,574.43,1062.74,1148.85,665.93,1232.03,1331.85
Travel Insuranz,Premier,211,Days,211,Days,61,65,388.43,718.63,776.85,532.43,985.04,1064.85,574.43,1062.74,1148.85,665.93,1232.03,1331.85
Travel Insuranz,Premier,212,Days,212,Days,61,65,397.43,735.28,794.85,545.93,1010.02,1091.85,589.43,1090.50,1178.85,682.43,1262.55,1364.85
Travel Insuranz,Premier,213,Days,213,Days,61,65,397.43,735.28,794.85,545.93,1010.02,1091.85,589.43,1090.50,1178.85,682.43,1262.55,1364.85
Travel Insuranz,Premier,214,Days,214,Days,61,65,397.43,735.28,794.85,545.93,1010.02,1091.85,589.43,1090.50,1178.85,682.43,1262.55,1364.85
Travel Insuranz,Premier,215,Days,215,Days,61,65,397.43,735.28,794.85,545.93,1010.02,1091.85,589.43,1090.50,1178.85,682.43,1262.55,1364.85
Travel Insuranz,Premier,216,Days,216,Days,61,65,397.43,735.28,794.85,545.93,1010.02,1091.85,589.43,1090.50,1178.85,682.43,1262.55,1364.85
Travel Insuranz,Premier,217,Days,217,Days,61,65,397.43,735.28,794.85,545.93,1010.02,1091.85,589.43,1090.50,1178.85,682.43,1262.55,1364.85
Travel Insuranz,Premier,218,Days,218,Days,61,65,397.43,735.28,794.85,545.93,1010.02,1091.85,589.43,1090.50,1178.85,682.43,1262.55,1364.85
Travel Insuranz,Premier,219,Days,219,Days,61,65,407.93,754.70,815.85,559.43,1034.99,1118.85,604.43,1118.25,1208.85,698.93,1293.08,1397.85
Travel Insuranz,Premier,220,Days,220,Days,61,65,407.93,754.70,815.85,559.43,1034.99,1118.85,604.43,1118.25,1208.85,698.93,1293.08,1397.85
Travel Insuranz,Premier,221,Days,221,Days,61,65,407.93,754.70,815.85,559.43,1034.99,1118.85,604.43,1118.25,1208.85,698.93,1293.08,1397.85
Travel Insuranz,Premier,222,Days,222,Days,61,65,407.93,754.70,815.85,559.43,1034.99,1118.85,604.43,1118.25,1208.85,698.93,1293.08,1397.85
Travel Insuranz,Premier,223,Days,223,Days,61,65,407.93,754.70,815.85,559.43,1034.99,1118.85,604.43,1118.25,1208.85,698.93,1293.08,1397.85
Travel Insuranz,Premier,224,Days,224,Days,61,65,407.93,754.70,815.85,559.43,1034.99,1118.85,604.43,1118.25,1208.85,698.93,1293.08,1397.85
Travel Insuranz,Premier,225,Days,225,Days,61,65,407.93,754.70,815.85,559.43,1034.99,1118.85,604.43,1118.25,1208.85,698.93,1293.08,1397.85
Travel Insuranz,Premier,226,Days,226,Days,61,65,416.93,771.35,833.85,572.93,1059.97,1145.85,617.93,1143.22,1235.85,715.43,1323.61,1430.85
Travel Insuranz,Premier,227,Days,227,Days,61,65,416.93,771.35,833.85,572.93,1059.97,1145.85,617.93,1143.22,1235.85,715.43,1323.61,1430.85
Travel Insuranz,Premier,228,Days,228,Days,61,65,416.93,771.35,833.85,572.93,1059.97,1145.85,617.93,1143.22,1235.85,715.43,1323.61,1430.85
Travel Insuranz,Premier,229,Days,229,Days,61,65,416.93,771.35,833.85,572.93,1059.97,1145.85,617.93,1143.22,1235.85,715.43,1323.61,1430.85
Travel Insuranz,Premier,230,Days,230,Days,61,65,416.93,771.35,833.85,572.93,1059.97,1145.85,617.93,1143.22,1235.85,715.43,1323.61,1430.85
Travel Insuranz,Premier,231,Days,231,Days,61,65,416.93,771.35,833.85,572.93,1059.97,1145.85,617.93,1143.22,1235.85,715.43,1323.61,1430.85
Travel Insuranz,Premier,232,Days,232,Days,61,65,416.93,771.35,833.85,572.93,1059.97,1145.85,617.93,1143.22,1235.85,715.43,1323.61,1430.85
Travel Insuranz,Premier,233,Days,233,Days,61,65,427.43,790.78,854.85,586.43,1084.94,1172.85,632.93,1170.97,1265.85,731.93,1354.13,1463.85
Travel Insuranz,Premier,234,Days,234,Days,61,65,427.43,790.78,854.85,586.43,1084.94,1172.85,632.93,1170.97,1265.85,731.93,1354.13,1463.85
Travel Insuranz,Premier,235,Days,235,Days,61,65,427.43,790.78,854.85,586.43,1084.94,1172.85,632.93,1170.97,1265.85,731.93,1354.13,1463.85
Travel Insuranz,Premier,236,Days,236,Days,61,65,427.43,790.78,854.85,586.43,1084.94,1172.85,632.93,1170.97,1265.85,731.93,1354.13,1463.85
Travel Insuranz,Premier,237,Days,237,Days,61,65,427.43,790.78,854.85,586.43,1084.94,1172.85,632.93,1170.97,1265.85,731.93,1354.13,1463.85
Travel Insuranz,Premier,238,Days,238,Days,61,65,427.43,790.78,854.85,586.43,1084.94,1172.85,632.93,1170.97,1265.85,731.93,1354.13,1463.85
Travel Insuranz,Premier,239,Days,239,Days,61,65,427.43,790.78,854.85,586.43,1084.94,1172.85,632.93,1170.97,1265.85,731.93,1354.13,1463.85
Travel Insuranz,Premier,240,Days,240,Days,61,65,436.43,807.43,872.85,598.43,1107.15,1196.85,646.43,1195.95,1292.85,748.43,1384.66,1496.85
Travel Insuranz,Premier,241,Days,241,Days,61,65,436.43,807.43,872.85,598.43,1107.15,1196.85,646.43,1195.95,1292.85,748.43,1384.66,1496.85
Travel Insuranz,Premier,242,Days,242,Days,61,65,436.43,807.43,872.85,598.43,1107.15,1196.85,646.43,1195.95,1292.85,748.43,1384.66,1496.85
Travel Insuranz,Premier,243,Days,243,Days,61,65,436.43,807.43,872.85,598.43,1107.15,1196.85,646.43,1195.95,1292.85,748.43,1384.66,1496.85
Travel Insuranz,Premier,244,Days,244,Days,61,65,436.43,807.43,872.85,598.43,1107.15,1196.85,646.43,1195.95,1292.85,748.43,1384.66,1496.85
Travel Insuranz,Premier,245,Days,245,Days,61,65,436.43,807.43,872.85,598.43,1107.15,1196.85,646.43,1195.95,1292.85,748.43,1384.66,1496.85
Travel Insuranz,Premier,246,Days,246,Days,61,65,436.43,807.43,872.85,598.43,1107.15,1196.85,646.43,1195.95,1292.85,748.43,1384.66,1496.85
Travel Insuranz,Premier,247,Days,247,Days,61,65,446.93,826.86,893.85,611.93,1132.12,1223.85,661.43,1223.70,1322.85,764.93,1415.19,1529.85
Travel Insuranz,Premier,248,Days,248,Days,61,65,446.93,826.86,893.85,611.93,1132.12,1223.85,661.43,1223.70,1322.85,764.93,1415.19,1529.85
Travel Insuranz,Premier,249,Days,249,Days,61,65,446.93,826.86,893.85,611.93,1132.12,1223.85,661.43,1223.70,1322.85,764.93,1415.19,1529.85
Travel Insuranz,Premier,250,Days,250,Days,61,65,446.93,826.86,893.85,611.93,1132.12,1223.85,661.43,1223.70,1322.85,764.93,1415.19,1529.85
Travel Insuranz,Premier,251,Days,251,Days,61,65,446.93,826.86,893.85,611.93,1132.12,1223.85,661.43,1223.70,1322.85,764.93,1415.19,1529.85
Travel Insuranz,Premier,252,Days,252,Days,61,65,446.93,826.86,893.85,611.93,1132.12,1223.85,661.43,1223.70,1322.85,764.93,1415.19,1529.85
Travel Insuranz,Premier,253,Days,253,Days,61,65,446.93,826.86,893.85,611.93,1132.12,1223.85,661.43,1223.70,1322.85,764.93,1415.19,1529.85
Travel Insuranz,Premier,254,Days,254,Days,61,65,455.93,843.51,911.85,625.43,1157.10,1250.85,674.93,1248.68,1349.85,781.43,1445.71,1562.85
Travel Insuranz,Premier,255,Days,255,Days,61,65,455.93,843.51,911.85,625.43,1157.10,1250.85,674.93,1248.68,1349.85,781.43,1445.71,1562.85
Travel Insuranz,Premier,256,Days,256,Days,61,65,455.93,843.51,911.85,625.43,1157.10,1250.85,674.93,1248.68,1349.85,781.43,1445.71,1562.85
Travel Insuranz,Premier,257,Days,257,Days,61,65,455.93,843.51,911.85,625.43,1157.10,1250.85,674.93,1248.68,1349.85,781.43,1445.71,1562.85
Travel Insuranz,Premier,258,Days,258,Days,61,65,455.93,843.51,911.85,625.43,1157.10,1250.85,674.93,1248.68,1349.85,781.43,1445.71,1562.85
Travel Insuranz,Premier,259,Days,259,Days,61,65,455.93,843.51,911.85,625.43,1157.10,1250.85,674.93,1248.68,1349.85,781.43,1445.71,1562.85
Travel Insuranz,Premier,260,Days,260,Days,61,65,455.93,843.51,911.85,625.43,1157.10,1250.85,674.93,1248.68,1349.85,781.43,1445.71,1562.85
Travel Insuranz,Premier,261,Days,261,Days,61,65,464.93,860.16,929.85,638.93,1182.08,1277.85,689.93,1276.43,1379.85,797.93,1476.24,1595.85
Travel Insuranz,Premier,262,Days,262,Days,61,65,464.93,860.16,929.85,638.93,1182.08,1277.85,689.93,1276.43,1379.85,797.93,1476.24,1595.85
Travel Insuranz,Premier,263,Days,263,Days,61,65,464.93,860.16,929.85,638.93,1182.08,1277.85,689.93,1276.43,1379.85,797.93,1476.24,1595.85
Travel Insuranz,Premier,264,Days,264,Days,61,65,464.93,860.16,929.85,638.93,1182.08,1277.85,689.93,1276.43,1379.85,797.93,1476.24,1595.85
Travel Insuranz,Premier,265,Days,265,Days,61,65,464.93,860.16,929.85,638.93,1182.08,1277.85,689.93,1276.43,1379.85,797.93,1476.24,1595.85
Travel Insuranz,Premier,266,Days,266,Days,61,65,464.93,860.16,929.85,638.93,1182.08,1277.85,689.93,1276.43,1379.85,797.93,1476.24,1595.85
Travel Insuranz,Premier,267,Days,267,Days,61,65,464.93,860.16,929.85,638.93,1182.08,1277.85,689.93,1276.43,1379.85,797.93,1476.24,1595.85
Travel Insuranz,Premier,268,Days,268,Days,61,65,475.43,879.58,950.85,652.43,1207.05,1304.85,704.93,1304.18,1409.85,814.43,1506.77,1628.85
Travel Insuranz,Premier,269,Days,269,Days,61,65,475.43,879.58,950.85,652.43,1207.05,1304.85,704.93,1304.18,1409.85,814.43,1506.77,1628.85
Travel Insuranz,Premier,270,Days,270,Days,61,65,475.43,879.58,950.85,652.43,1207.05,1304.85,704.93,1304.18,1409.85,814.43,1506.77,1628.85
Travel Insuranz,Premier,271,Days,271,Days,61,65,475.43,879.58,950.85,652.43,1207.05,1304.85,704.93,1304.18,1409.85,814.43,1506.77,1628.85
Travel Insuranz,Premier,272,Days,272,Days,61,65,475.43,879.58,950.85,652.43,1207.05,1304.85,704.93,1304.18,1409.85,814.43,1506.77,1628.85
Travel Insuranz,Premier,273,Days,273,Days,61,65,475.43,879.58,950.85,652.43,1207.05,1304.85,704.93,1304.18,1409.85,814.43,1506.77,1628.85
Travel Insuranz,Premier,274,Days,274,Days,61,65,475.43,879.58,950.85,652.43,1207.05,1304.85,704.93,1304.18,1409.85,814.43,1506.77,1628.85
Travel Insuranz,Premier,275,Days,275,Days,61,65,484.43,896.23,968.85,665.93,1232.03,1331.85,718.43,1329.16,1436.85,830.93,1537.29,1661.85
Travel Insuranz,Premier,276,Days,276,Days,61,65,484.43,896.23,968.85,665.93,1232.03,1331.85,718.43,1329.16,1436.85,830.93,1537.29,1661.85
Travel Insuranz,Premier,277,Days,277,Days,61,65,484.43,896.23,968.85,665.93,1232.03,1331.85,718.43,1329.16,1436.85,830.93,1537.29,1661.85
Travel Insuranz,Premier,278,Days,278,Days,61,65,484.43,896.23,968.85,665.93,1232.03,1331.85,718.43,1329.16,1436.85,830.93,1537.29,1661.85
Travel Insuranz,Premier,279,Days,279,Days,61,65,484.43,896.23,968.85,665.93,1232.03,1331.85,718.43,1329.16,1436.85,830.93,1537.29,1661.85
Travel Insuranz,Premier,280,Days,280,Days,61,65,484.43,896.23,968.85,665.93,1232.03,1331.85,718.43,1329.16,1436.85,830.93,1537.29,1661.85
Travel Insuranz,Premier,281,Days,281,Days,61,65,484.43,896.23,968.85,665.93,1232.03,1331.85,718.43,1329.16,1436.85,830.93,1537.29,1661.85
Travel Insuranz,Premier,282,Days,282,Days,61,65,494.93,915.66,989.85,679.43,1257.00,1358.85,733.43,1356.91,1466.85,847.43,1567.82,1694.85
Travel Insuranz,Premier,283,Days,283,Days,61,65,494.93,915.66,989.85,679.43,1257.00,1358.85,733.43,1356.91,1466.85,847.43,1567.82,1694.85
Travel Insuranz,Premier,284,Days,284,Days,61,65,494.93,915.66,989.85,679.43,1257.00,1358.85,733.43,1356.91,1466.85,847.43,1567.82,1694.85
Travel Insuranz,Premier,285,Days,285,Days,61,65,494.93,915.66,989.85,679.43,1257.00,1358.85,733.43,1356.91,1466.85,847.43,1567.82,1694.85
Travel Insuranz,Premier,286,Days,286,Days,61,65,494.93,915.66,989.85,679.43,1257.00,1358.85,733.43,1356.91,1466.85,847.43,1567.82,1694.85
Travel Insuranz,Premier,287,Days,287,Days,61,65,494.93,915.66,989.85,679.43,1257.00,1358.85,733.43,1356.91,1466.85,847.43,1567.82,1694.85
Travel Insuranz,Premier,288,Days,288,Days,61,65,494.93,915.66,989.85,679.43,1257.00,1358.85,733.43,1356.91,1466.85,847.43,1567.82,1694.85
Travel Insuranz,Premier,289,Days,289,Days,61,65,503.93,932.31,1007.85,691.43,1279.21,1382.85,746.93,1381.89,1493.85,863.93,1598.35,1727.85
Travel Insuranz,Premier,290,Days,290,Days,61,65,503.93,932.31,1007.85,691.43,1279.21,1382.85,746.93,1381.89,1493.85,863.93,1598.35,1727.85
Travel Insuranz,Premier,291,Days,291,Days,61,65,503.93,932.31,1007.85,691.43,1279.21,1382.85,746.93,1381.89,1493.85,863.93,1598.35,1727.85
Travel Insuranz,Premier,292,Days,292,Days,61,65,503.93,932.31,1007.85,691.43,1279.21,1382.85,746.93,1381.89,1493.85,863.93,1598.35,1727.85
Travel Insuranz,Premier,293,Days,293,Days,61,65,503.93,932.31,1007.85,691.43,1279.21,1382.85,746.93,1381.89,1493.85,863.93,1598.35,1727.85
Travel Insuranz,Premier,294,Days,294,Days,61,65,503.93,932.31,1007.85,691.43,1279.21,1382.85,746.93,1381.89,1493.85,863.93,1598.35,1727.85
Travel Insuranz,Premier,295,Days,295,Days,61,65,503.93,932.31,1007.85,691.43,1279.21,1382.85,746.93,1381.89,1493.85,863.93,1598.35,1727.85
Travel Insuranz,Premier,296,Days,296,Days,61,65,514.43,951.74,1028.85,704.93,1304.18,1409.85,761.93,1409.64,1523.85,880.43,1628.87,1760.85
Travel Insuranz,Premier,297,Days,297,Days,61,65,514.43,951.74,1028.85,704.93,1304.18,1409.85,761.93,1409.64,1523.85,880.43,1628.87,1760.85
Travel Insuranz,Premier,298,Days,298,Days,61,65,514.43,951.74,1028.85,704.93,1304.18,1409.85,761.93,1409.64,1523.85,880.43,1628.87,1760.85
Travel Insuranz,Premier,299,Days,299,Days,61,65,514.43,951.74,1028.85,704.93,1304.18,1409.85,761.93,1409.64,1523.85,880.43,1628.87,1760.85
Travel Insuranz,Premier,300,Days,300,Days,61,65,514.43,951.74,1028.85,704.93,1304.18,1409.85,761.93,1409.64,1523.85,880.43,1628.87,1760.85
Travel Insuranz,Premier,301,Days,301,Days,61,65,514.43,951.74,1028.85,704.93,1304.18,1409.85,761.93,1409.64,1523.85,880.43,1628.87,1760.85
Travel Insuranz,Premier,302,Days,302,Days,61,65,514.43,951.74,1028.85,704.93,1304.18,1409.85,761.93,1409.64,1523.85,880.43,1628.87,1760.85
Travel Insuranz,Premier,303,Days,303,Days,61,65,523.43,968.39,1046.85,718.43,1329.16,1436.85,775.43,1434.61,1550.85,896.93,1659.40,1793.85
Travel Insuranz,Premier,304,Days,304,Days,61,65,523.43,968.39,1046.85,718.43,1329.16,1436.85,775.43,1434.61,1550.85,896.93,1659.40,1793.85
Travel Insuranz,Premier,305,Days,305,Days,61,65,523.43,968.39,1046.85,718.43,1329.16,1436.85,775.43,1434.61,1550.85,896.93,1659.40,1793.85
Travel Insuranz,Premier,306,Days,306,Days,61,65,523.43,968.39,1046.85,718.43,1329.16,1436.85,775.43,1434.61,1550.85,896.93,1659.40,1793.85
Travel Insuranz,Premier,307,Days,307,Days,61,65,523.43,968.39,1046.85,718.43,1329.16,1436.85,775.43,1434.61,1550.85,896.93,1659.40,1793.85
Travel Insuranz,Premier,308,Days,308,Days,61,65,523.43,968.39,1046.85,718.43,1329.16,1436.85,775.43,1434.61,1550.85,896.93,1659.40,1793.85
Travel Insuranz,Premier,309,Days,309,Days,61,65,523.43,968.39,1046.85,718.43,1329.16,1436.85,775.43,1434.61,1550.85,896.93,1659.40,1793.85
Travel Insuranz,Premier,310,Days,310,Days,61,65,533.93,987.81,1067.85,731.93,1354.13,1463.85,790.43,1462.37,1580.85,913.43,1689.93,1826.85
Travel Insuranz,Premier,311,Days,311,Days,61,65,533.93,987.81,1067.85,731.93,1354.13,1463.85,790.43,1462.37,1580.85,913.43,1689.93,1826.85
Travel Insuranz,Premier,312,Days,312,Days,61,65,533.93,987.81,1067.85,731.93,1354.13,1463.85,790.43,1462.37,1580.85,913.43,1689.93,1826.85
Travel Insuranz,Premier,313,Days,313,Days,61,65,533.93,987.81,1067.85,731.93,1354.13,1463.85,790.43,1462.37,1580.85,913.43,1689.93,1826.85
Travel Insuranz,Premier,314,Days,314,Days,61,65,533.93,987.81,1067.85,731.93,1354.13,1463.85,790.43,1462.37,1580.85,913.43,1689.93,1826.85
Travel Insuranz,Premier,315,Days,315,Days,61,65,533.93,987.81,1067.85,731.93,1354.13,1463.85,790.43,1462.37,1580.85,913.43,1689.93,1826.85
Travel Insuranz,Premier,316,Days,316,Days,61,65,533.93,987.81,1067.85,731.93,1354.13,1463.85,790.43,1462.37,1580.85,913.43,1689.93,1826.85
Travel Insuranz,Premier,317,Days,317,Days,61,65,542.93,1004.47,1085.85,745.43,1379.11,1490.85,805.43,1490.12,1610.85,929.93,1720.45,1859.85
Travel Insuranz,Premier,318,Days,318,Days,61,65,542.93,1004.47,1085.85,745.43,1379.11,1490.85,805.43,1490.12,1610.85,929.93,1720.45,1859.85
Travel Insuranz,Premier,319,Days,319,Days,61,65,542.93,1004.47,1085.85,745.43,1379.11,1490.85,805.43,1490.12,1610.85,929.93,1720.45,1859.85
