POLICY,,DURATION (DAYS),,,,AGE GROUP,,PRICING (2 DECIMAL PLACES MAXIMUM),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
INSURER NAME,POLICY NAME,MINIMUM VALUE,UNIT,MAXIMUM VALUE,UNIT,AGE MINIMUM,AGE MAXIMUM,,REGION 1,,,REGION 2,,,REGION 3,,,REGION 4,,,REGION 5,,,REGION 6,
Real Insurance,Real Travel Insurance Comprehensive Winter,150,days,179,days,71,74,2278.19,4556.38,4556.38,1631.64,3263.28,3263.28,1523.61,3047.23,3047.23,1231.89,2463.78,2463.78,1228.15,2456.3,2456.3,1358.22,2716.44,2716.44
Real Insurance,Real Travel Insurance Comprehensive Winter,180,days,186,days,71,74,2586.19,5172.38,5172.38,1856.05,3712.1,3712.1,1743.18,3486.37,3486.37,1465.62,2931.25,2931.25,1398.81,2797.62,2797.62,1546.97,3093.94,3093.94
Real Insurance,Real Travel Insurance Comprehensive Winter,1,days,2,days,75,75,250.37,500.74,500.74,213.1,426.2,426.2,191.22,382.43,382.43,185.99,371.98,371.98,174.5,348.99,348.99,209.02,418.04,418.04
Real Insurance,Real Travel Insurance Comprehensive Winter,3,days,3,days,75,75,343.39,686.78,686.78,279.69,559.38,559.38,252.7,505.41,505.41,250.37,500.74,500.74,234.88,469.76,469.76,281.32,562.63,562.63
Real Insurance,Real Travel Insurance Comprehensive Winter,4,days,4,days,75,75,429.21,858.42,858.42,346.28,692.56,692.56,314.17,628.34,628.34,321.91,643.81,643.81,255.05,510.11,510.11,305.46,610.93,610.93
Real Insurance,Real Travel Insurance Comprehensive Winter,5,days,5,days,75,75,493.61,987.22,987.22,412.85,825.71,825.71,355.14,710.29,710.29,343.39,686.78,686.78,261.75,523.49,523.49,313.48,626.96,626.96
Real Insurance,Real Travel Insurance Comprehensive Winter,6,days,6,days,75,75,557.99,1115.99,1115.99,459.45,918.9,918.9,409.78,819.56,819.56,364.87,729.74,729.74,281.88,563.76,563.76,337.58,675.16,675.16
Real Insurance,Real Travel Insurance Comprehensive Winter,7,days,7,days,75,75,593.78,1187.56,1187.56,479.43,958.85,958.85,423.44,846.89,846.89,372.02,744.04,744.04,288.57,577.14,577.14,345.62,691.24,691.24
Real Insurance,Real Travel Insurance Comprehensive Winter,8,days,8,days,75,75,557.99,1115.99,1115.99,512.7,1025.4,1025.4,443.94,887.88,887.88,386.31,772.62,772.62,320.28,640.56,640.56,361.7,723.41,723.41
Real Insurance,Real Travel Insurance Comprehensive Winter,9,days,9,days,75,75,586.63,1173.25,1173.25,532.69,1065.39,1065.39,464.39,928.79,928.79,393.5,787.01,787.01,327.43,654.87,654.87,369.77,739.54,739.54
Real Insurance,Real Travel Insurance Comprehensive Winter,10,days,10,days,75,75,615.24,1230.48,1230.48,552.69,1105.38,1105.38,484.89,969.78,969.78,407.77,815.54,815.54,334.53,669.05,669.05,377.79,755.57,755.57
Real Insurance,Real Travel Insurance Comprehensive Winter,11,days,11,days,75,75,665.09,1330.19,1330.19,585.94,1171.89,1171.89,505.39,1010.77,1010.77,423.86,847.73,847.73,358.14,716.27,716.27,393.87,787.73,787.73
Real Insurance,Real Travel Insurance Comprehensive Winter,12,days,12,days,75,75,701.61,1403.21,1403.21,605.94,1211.87,1211.87,512.22,1024.44,1024.44,438.51,877.03,877.03,365.41,730.82,730.82,401.88,803.77,803.77
Real Insurance,Real Travel Insurance Comprehensive Winter,13,days,13,days,75,75,730.82,1461.64,1461.64,632.56,1265.12,1265.12,532.69,1065.39,1065.39,453.12,906.24,906.24,372.75,745.49,745.49,409.95,819.9,819.9
Real Insurance,Real Travel Insurance Comprehensive Winter,14,days,14,days,75,75,752.72,1505.45,1505.45,645.9,1291.81,1291.81,560.02,1120.04,1120.04,460.44,920.87,920.87,387.33,774.67,774.67,426.01,852.01,852.01
Real Insurance,Real Travel Insurance Comprehensive Winter,15,days,15,days,75,75,767.39,1534.79,1534.79,669.6,1339.19,1339.19,569.99,1139.98,1139.98,475.04,950.09,950.09,453.12,906.24,906.24,501.12,1002.24,1002.24
Real Insurance,Real Travel Insurance Comprehensive Winter,16,days,16,days,75,75,796.63,1593.26,1593.26,689.65,1379.3,1379.3,590.57,1181.13,1181.13,482.34,964.68,964.68,460.44,920.87,920.87,509.18,1018.37,1018.37
Real Insurance,Real Travel Insurance Comprehensive Winter,17,days,17,days,75,75,935.48,1870.96,1870.96,709.72,1419.45,1419.45,604.33,1208.66,1208.66,504.26,1008.52,1008.52,475.04,950.09,950.09,525.36,1050.72,1050.72
Real Insurance,Real Travel Insurance Comprehensive Winter,18,days,18,days,75,75,957.38,1914.77,1914.77,723.11,1446.21,1446.21,624.93,1249.85,1249.85,518.91,1037.82,1037.82,482.34,964.68,964.68,533.43,1066.85,1066.85
Real Insurance,Real Travel Insurance Comprehensive Winter,19,days,19,days,75,75,979.31,1958.61,1958.61,743.2,1486.4,1486.4,631.78,1263.56,1263.56,526.22,1052.45,1052.45,496.95,993.89,993.89,549.6,1099.2,1099.2
Real Insurance,Real Travel Insurance Comprehensive Winter,20,days,20,days,75,75,1008.54,2017.09,2017.09,763.29,1526.59,1526.59,652.35,1304.71,1304.71,540.83,1081.67,1081.67,504.26,1008.52,1008.52,557.67,1115.33,1115.33
Real Insurance,Real Travel Insurance Comprehensive Winter,21,days,21,days,75,75,1037.76,2075.52,2075.52,783.37,1566.74,1566.74,666.12,1332.24,1332.24,548.15,1096.29,1096.29,518.91,1037.82,1037.82,573.87,1147.73,1147.73
Real Insurance,Real Travel Insurance Comprehensive Winter,22,days,22,days,75,75,1059.68,2119.36,2119.36,803.48,1606.97,1606.97,686.72,1373.43,1373.43,562.72,1125.43,1125.43,526.22,1052.45,1052.45,581.93,1163.86,1163.86
Real Insurance,Real Travel Insurance Comprehensive Winter,23,days,23,days,75,75,1088.96,2177.92,2177.92,823.54,1647.07,1647.07,700.48,1400.96,1400.96,570.05,1140.1,1140.1,540.83,1081.67,1081.67,598.11,1196.22,1196.22
Real Insurance,Real Travel Insurance Comprehensive Winter,24,days,24,days,75,75,1110.88,2221.76,2221.76,843.65,1687.3,1687.3,721.08,1442.15,1442.15,584.66,1169.32,1169.32,548.15,1096.29,1096.29,606.22,1212.44,1212.44
Real Insurance,Real Travel Insurance Comprehensive Winter,25,days,25,days,75,75,1132.8,2265.61,2265.61,863.72,1727.45,1727.45,727.93,1455.86,1455.86,599.31,1198.61,1198.61,570.05,1140.1,1140.1,630.41,1260.83,1260.83
Real Insurance,Real Travel Insurance Comprehensive Winter,26,days,26,days,75,75,1154.73,2309.45,2309.45,883.8,1767.6,1767.6,748.57,1497.13,1497.13,606.62,1213.24,1213.24,584.66,1169.32,1169.32,646.59,1293.18,1293.18
Real Insurance,Real Travel Insurance Comprehensive Winter,27,days,27,days,75,75,1191.26,2382.52,2382.52,903.89,1807.79,1807.79,762.25,1524.5,1524.5,621.21,1242.42,1242.42,599.31,1198.61,1198.61,662.77,1325.54,1325.54
Real Insurance,Real Travel Insurance Comprehensive Winter,28,days,28,days,75,75,1227.81,2455.62,2455.62,923.95,1847.89,1847.89,782.87,1565.73,1565.73,628.52,1257.05,1257.05,606.62,1213.24,1213.24,670.86,1341.71,1341.71
Real Insurance,Real Travel Insurance Comprehensive Winter,29,days,29,days,75,75,1257.05,2514.09,2514.09,957.48,1914.97,1914.97,803.48,1606.97,1606.97,650.43,1300.85,1300.85,628.52,1257.05,1257.05,695.07,1390.15,1390.15
Real Insurance,Real Travel Insurance Comprehensive Winter,30,days,30,days,75,75,1293.58,2587.16,2587.16,977.54,1955.08,1955.08,824.06,1648.12,1648.12,665.09,1330.19,1330.19,643.13,1286.26,1286.26,711.27,1422.55,1422.55
Real Insurance,Real Travel Insurance Comprehensive Winter,31,days,31,days,75,75,1330.13,2660.26,2660.26,1011.01,2022.03,2022.03,844.66,1689.31,1689.31,687,1373.99,1373.99,650.43,1300.85,1300.85,719.31,1438.63,1438.63
Real Insurance,Real Travel Insurance Comprehensive Winter,32,days,32,days,75,75,1359.35,2718.69,2718.69,1031.13,2062.26,2062.26,865.27,1730.54,1730.54,694.27,1388.54,1388.54,672.37,1344.74,1344.74,743.58,1487.16,1487.16
Real Insurance,Real Travel Insurance Comprehensive Winter,33,days,33,days,75,75,1395.9,2791.79,2791.79,1051.2,2102.41,2102.41,885.85,1771.7,1771.7,716.21,1432.43,1432.43,687,1373.99,1373.99,759.76,1519.51,1519.51
Real Insurance,Real Travel Insurance Comprehensive Winter,34,days,34,days,75,75,1425.15,2850.31,2850.31,1084.66,2169.32,2169.32,906.46,1812.93,1812.93,730.82,1461.64,1461.64,694.27,1388.54,1388.54,767.8,1535.59,1535.59
Real Insurance,Real Travel Insurance Comprehensive Winter,35,days,41,days,75,75,1695.56,3391.12,3391.12,1352.51,2705.03,2705.03,1139.96,2279.92,2279.92,957.38,1914.77,1914.77,920.87,1841.74,1841.74,1018.39,2036.79,2036.79
Real Insurance,Real Travel Insurance Comprehensive Winter,42,days,48,days,75,75,1863.65,3727.29,3727.29,1472.98,2945.96,2945.96,1291.05,2582.09,2582.09,1045.09,2090.19,2090.19,1023.17,2046.34,2046.34,1131.53,2263.07,2263.07
Real Insurance,Real Travel Insurance Comprehensive Winter,49,days,55,days,75,75,2134.05,4268.11,4268.11,1627.02,3254.04,3254.04,1387.18,2774.35,2774.35,1154.73,2309.45,2309.45,1110.88,2221.76,2221.76,1228.52,2457.05,2457.05
Real Insurance,Real Travel Insurance Comprehensive Winter,56,days,62,days,75,75,2251,4502,4502,1720.74,3441.48,3441.48,1510.77,3021.55,3021.55,1278.95,2557.9,2557.9,1235.14,2470.29,2470.29,1365.93,2731.86,2731.86
Real Insurance,Real Travel Insurance Comprehensive Winter,63,days,69,days,75,75,2462.91,4925.83,4925.83,1874.74,3749.48,3749.48,1648.12,3296.24,3296.24,1359.35,2718.69,2718.69,1293.58,2587.16,2587.16,1430.61,2861.22,2861.22
Real Insurance,Real Travel Insurance Comprehensive Winter,70,days,76,days,75,75,2711.4,5422.79,5422.79,1935.02,3870.04,3870.04,1819.8,3639.6,3639.6,1498.22,2996.43,2996.43,1439.74,2879.48,2879.48,1592.24,3184.47,3184.47
Real Insurance,Real Travel Insurance Comprehensive Winter,77,days,83,days,75,75,2755.26,5510.52,5510.52,1975.17,3950.34,3950.34,1860.99,3721.99,3721.99,1607.83,3215.66,3215.66,1542.1,3084.2,3084.2,1705.43,3410.85,3410.85
Real Insurance,Real Travel Insurance Comprehensive Winter,84,days,90,days,75,75,2777.16,5554.33,5554.33,1995.3,3990.61,3990.61,1881.61,3763.22,3763.22,1666.28,3332.57,3332.57,1585.93,3171.85,3171.85,1753.91,3507.82,3507.82
Real Insurance,Real Travel Insurance Comprehensive Winter,91,days,119,days,75,75,3347.19,6694.39,6694.39,2410.37,4820.73,4820.73,2273.04,4546.09,4546.09,1885.55,3771.1,3771.1,1812.47,3624.93,3624.93,2004.43,4008.86,4008.86
Real Insurance,Real Travel Insurance Comprehensive Winter,120,days,149,days,75,75,3902.68,7805.35,7805.35,2798.71,5597.41,5597.41,2609.52,5219.04,5219.04,2192.53,4385.05,4385.05,2104.84,4209.67,4209.67,2327.75,4655.5,4655.5
Real Insurance,Real Travel Insurance Comprehensive Winter,150,days,179,days,75,75,4487.33,8974.67,8974.67,3213.83,6427.66,6427.66,3000.95,6001.91,6001.91,2426.42,4852.84,4852.84,2419.09,4838.18,4838.18,2675.29,5350.58,5350.58
Real Insurance,Real Travel Insurance Comprehensive Winter,180,days,186,days,75,75,5093.93,10187.87,10187.87,3655.74,7311.48,7311.48,3433.6,6867.2,6867.2,2886.8,5773.6,5773.6,2755.26,5510.52,5510.52,3047.07,6094.13,6094.13
Real Insurance,Real Travel Insurance Comprehensive Winter,1,days,2,days,76,79,250.37,500.74,500.74,213.1,426.2,426.2,191.22,382.43,382.43,185.99,371.98,371.98,174.5,348.99,348.99,209.02,418.04,418.04
Real Insurance,Real Travel Insurance Comprehensive Winter,3,days,3,days,76,79,343.39,686.78,686.78,279.69,559.38,559.38,252.7,505.41,505.41,250.37,500.74,500.74,234.88,469.76,469.76,281.32,562.63,562.63
Real Insurance,Real Travel Insurance Comprehensive Winter,4,days,4,days,76,79,429.21,858.42,858.42,346.28,692.56,692.56,314.17,628.34,628.34,321.91,643.81,643.81,255.05,510.11,510.11,305.46,610.93,610.93
Real Insurance,Real Travel Insurance Comprehensive Winter,5,days,5,days,76,79,493.61,987.22,987.22,412.85,825.71,825.71,355.14,710.29,710.29,343.39,686.78,686.78,261.75,523.49,523.49,313.48,626.96,626.96
Real Insurance,Real Travel Insurance Comprehensive Winter,6,days,6,days,76,79,557.99,1115.99,1115.99,459.45,918.9,918.9,409.78,819.56,819.56,364.87,729.74,729.74,281.88,563.76,563.76,337.58,675.16,675.16
Real Insurance,Real Travel Insurance Comprehensive Winter,7,days,7,days,76,79,593.78,1187.56,1187.56,479.43,958.85,958.85,423.44,846.89,846.89,372.02,744.04,744.04,288.57,577.14,577.14,345.62,691.24,691.24
Real Insurance,Real Travel Insurance Comprehensive Winter,8,days,8,days,76,79,557.99,1115.99,1115.99,512.7,1025.4,1025.4,443.94,887.88,887.88,386.31,772.62,772.62,320.28,640.56,640.56,361.7,723.41,723.41
Real Insurance,Real Travel Insurance Comprehensive Winter,9,days,9,days,76,79,586.63,1173.25,1173.25,532.69,1065.39,1065.39,464.39,928.79,928.79,393.5,787.01,787.01,327.43,654.87,654.87,369.77,739.54,739.54
Real Insurance,Real Travel Insurance Comprehensive Winter,10,days,10,days,76,79,615.24,1230.48,1230.48,552.69,1105.38,1105.38,484.89,969.78,969.78,407.77,815.54,815.54,334.53,669.05,669.05,377.79,755.57,755.57
Real Insurance,Real Travel Insurance Comprehensive Winter,11,days,11,days,76,79,665.09,1330.19,1330.19,585.94,1171.89,1171.89,505.39,1010.77,1010.77,423.86,847.73,847.73,358.14,716.27,716.27,393.87,787.73,787.73
Real Insurance,Real Travel Insurance Comprehensive Winter,12,days,12,days,76,79,701.61,1403.21,1403.21,605.94,1211.87,1211.87,512.22,1024.44,1024.44,438.51,877.03,877.03,365.41,730.82,730.82,401.88,803.77,803.77
Real Insurance,Real Travel Insurance Comprehensive Winter,13,days,13,days,76,79,730.82,1461.64,1461.64,632.56,1265.12,1265.12,532.69,1065.39,1065.39,453.12,906.24,906.24,372.75,745.49,745.49,409.95,819.9,819.9
Real Insurance,Real Travel Insurance Comprehensive Winter,14,days,14,days,76,79,752.72,1505.45,1505.45,645.9,1291.81,1291.81,560.02,1120.04,1120.04,460.44,920.87,920.87,387.33,774.67,774.67,426.01,852.01,852.01
Real Insurance,Real Travel Insurance Comprehensive Winter,15,days,15,days,76,79,767.39,1534.79,1534.79,669.6,1339.19,1339.19,569.99,1139.98,1139.98,475.04,950.09,950.09,453.12,906.24,906.24,501.12,1002.24,1002.24
Real Insurance,Real Travel Insurance Comprehensive Winter,16,days,16,days,76,79,796.63,1593.26,1593.26,689.65,1379.3,1379.3,590.57,1181.13,1181.13,482.34,964.68,964.68,460.44,920.87,920.87,509.18,1018.37,1018.37
Real Insurance,Real Travel Insurance Comprehensive Winter,17,days,17,days,76,79,935.48,1870.96,1870.96,709.72,1419.45,1419.45,604.33,1208.66,1208.66,504.26,1008.52,1008.52,475.04,950.09,950.09,525.36,1050.72,1050.72
Real Insurance,Real Travel Insurance Comprehensive Winter,18,days,18,days,76,79,957.38,1914.77,1914.77,723.11,1446.21,1446.21,624.93,1249.85,1249.85,518.91,1037.82,1037.82,482.34,964.68,964.68,533.43,1066.85,1066.85
Real Insurance,Real Travel Insurance Comprehensive Winter,19,days,19,days,76,79,979.31,1958.61,1958.61,743.2,1486.4,1486.4,631.78,1263.56,1263.56,526.22,1052.45,1052.45,496.95,993.89,993.89,549.6,1099.2,1099.2
Real Insurance,Real Travel Insurance Comprehensive Winter,20,days,20,days,76,79,1008.54,2017.09,2017.09,763.29,1526.59,1526.59,652.35,1304.71,1304.71,540.83,1081.67,1081.67,504.26,1008.52,1008.52,557.67,1115.33,1115.33
Real Insurance,Real Travel Insurance Comprehensive Winter,21,days,21,days,76,79,1037.76,2075.52,2075.52,783.37,1566.74,1566.74,666.12,1332.24,1332.24,548.15,1096.29,1096.29,518.91,1037.82,1037.82,573.87,1147.73,1147.73
Real Insurance,Real Travel Insurance Comprehensive Winter,22,days,22,days,76,79,1059.68,2119.36,2119.36,803.48,1606.97,1606.97,686.72,1373.43,1373.43,562.72,1125.43,1125.43,526.22,1052.45,1052.45,581.93,1163.86,1163.86
Real Insurance,Real Travel Insurance Comprehensive Winter,23,days,23,days,76,79,1088.96,2177.92,2177.92,823.54,1647.07,1647.07,700.48,1400.96,1400.96,570.05,1140.1,1140.1,540.83,1081.67,1081.67,598.11,1196.22,1196.22
Real Insurance,Real Travel Insurance Comprehensive Winter,24,days,24,days,76,79,1110.88,2221.76,2221.76,843.65,1687.3,1687.3,721.08,1442.15,1442.15,584.66,1169.32,1169.32,548.15,1096.29,1096.29,606.22,1212.44,1212.44
Real Insurance,Real Travel Insurance Comprehensive Winter,25,days,25,days,76,79,1132.8,2265.61,2265.61,863.72,1727.45,1727.45,727.93,1455.86,1455.86,599.31,1198.61,1198.61,570.05,1140.1,1140.1,630.41,1260.83,1260.83
Real Insurance,Real Travel Insurance Comprehensive Winter,26,days,26,days,76,79,1154.73,2309.45,2309.45,883.8,1767.6,1767.6,748.57,1497.13,1497.13,606.62,1213.24,1213.24,584.66,1169.32,1169.32,646.59,1293.18,1293.18
Real Insurance,Real Travel Insurance Comprehensive Winter,27,days,27,days,76,79,1191.26,2382.52,2382.52,903.89,1807.79,1807.79,762.25,1524.5,1524.5,621.21,1242.42,1242.42,599.31,1198.61,1198.61,662.77,1325.54,1325.54
Real Insurance,Real Travel Insurance Comprehensive Winter,28,days,28,days,76,79,1227.81,2455.62,2455.62,923.95,1847.89,1847.89,782.87,1565.73,1565.73,628.52,1257.05,1257.05,606.62,1213.24,1213.24,670.86,1341.71,1341.71
Real Insurance,Real Travel Insurance Comprehensive Winter,29,days,29,days,76,79,1257.05,2514.09,2514.09,957.48,1914.97,1914.97,803.48,1606.97,1606.97,650.43,1300.85,1300.85,628.52,1257.05,1257.05,695.07,1390.15,1390.15
Real Insurance,Real Travel Insurance Comprehensive Winter,30,days,30,days,76,79,1293.58,2587.16,2587.16,977.54,1955.08,1955.08,824.06,1648.12,1648.12,665.09,1330.19,1330.19,643.13,1286.26,1286.26,711.27,1422.55,1422.55
Real Insurance,Real Travel Insurance Comprehensive Winter,31,days,31,days,76,79,1330.13,2660.26,2660.26,1011.01,2022.03,2022.03,844.66,1689.31,1689.31,687,1373.99,1373.99,650.43,1300.85,1300.85,719.31,1438.63,1438.63
Real Insurance,Real Travel Insurance Comprehensive Winter,32,days,32,days,76,79,1359.35,2718.69,2718.69,1031.13,2062.26,2062.26,865.27,1730.54,1730.54,694.27,1388.54,1388.54,672.37,1344.74,1344.74,743.58,1487.16,1487.16
Real Insurance,Real Travel Insurance Comprehensive Winter,33,days,33,days,76,79,1395.9,2791.79,2791.79,1051.2,2102.41,2102.41,885.85,1771.7,1771.7,716.21,1432.43,1432.43,687,1373.99,1373.99,759.76,1519.51,1519.51
Real Insurance,Real Travel Insurance Comprehensive Winter,34,days,34,days,76,79,1425.15,2850.31,2850.31,1084.66,2169.32,2169.32,906.46,1812.93,1812.93,730.82,1461.64,1461.64,694.27,1388.54,1388.54,767.8,1535.59,1535.59
Real Insurance,Real Travel Insurance Comprehensive Winter,35,days,41,days,76,79,1695.56,3391.12,3391.12,1352.51,2705.03,2705.03,1139.96,2279.92,2279.92,957.38,1914.77,1914.77,920.87,1841.74,1841.74,1018.39,2036.79,2036.79
Real Insurance,Real Travel Insurance Comprehensive Winter,42,days,48,days,76,79,1863.65,3727.29,3727.29,1472.98,2945.96,2945.96,1291.05,2582.09,2582.09,1045.09,2090.19,2090.19,1023.17,2046.34,2046.34,1131.53,2263.07,2263.07
Real Insurance,Real Travel Insurance Comprehensive Winter,49,days,55,days,76,79,2134.05,4268.11,4268.11,1627.02,3254.04,3254.04,1387.18,2774.35,2774.35,1154.73,2309.45,2309.45,1110.88,2221.76,2221.76,1228.52,2457.05,2457.05
Real Insurance,Real Travel Insurance Comprehensive Winter,56,days,62,days,76,79,2251,4502,4502,1720.74,3441.48,3441.48,1510.77,3021.55,3021.55,1278.95,2557.9,2557.9,1235.14,2470.29,2470.29,1365.93,2731.86,2731.86
Real Insurance,Real Travel Insurance Comprehensive Winter,63,days,69,days,76,79,2462.91,4925.83,4925.83,1874.74,3749.48,3749.48,1648.12,3296.24,3296.24,1359.35,2718.69,2718.69,1293.58,2587.16,2587.16,1430.61,2861.22,2861.22
Real Insurance,Real Travel Insurance Comprehensive Winter,70,days,76,days,76,79,2711.4,5422.79,5422.79,1935.02,3870.04,3870.04,1819.8,3639.6,3639.6,1498.22,2996.43,2996.43,1439.74,2879.48,2879.48,1592.24,3184.47,3184.47
Real Insurance,Real Travel Insurance Comprehensive Winter,77,days,83,days,76,79,2755.26,5510.52,5510.52,1975.17,3950.34,3950.34,1860.99,3721.99,3721.99,1607.83,3215.66,3215.66,1542.1,3084.2,3084.2,1705.43,3410.85,3410.85
Real Insurance,Real Travel Insurance Comprehensive Winter,84,days,90,days,76,79,2777.16,5554.33,5554.33,1995.3,3990.61,3990.61,1881.61,3763.22,3763.22,1666.28,3332.57,3332.57,1585.93,3171.85,3171.85,1753.91,3507.82,3507.82
Real Insurance,Real Travel Insurance Comprehensive Winter,91,days,119,days,76,79,3347.19,6694.39,6694.39,2410.37,4820.73,4820.73,2273.04,4546.09,4546.09,1885.55,3771.1,3771.1,1812.47,3624.93,3624.93,2004.43,4008.86,4008.86
Real Insurance,Real Travel Insurance Comprehensive Winter,120,days,149,days,76,79,3902.68,7805.35,7805.35,2798.71,5597.41,5597.41,2609.52,5219.04,5219.04,2192.53,4385.05,4385.05,2104.84,4209.67,4209.67,2327.75,4655.5,4655.5
Real Insurance,Real Travel Insurance Comprehensive Winter,150,days,179,days,76,79,4487.33,8974.67,8974.67,3213.83,6427.66,6427.66,3000.95,6001.91,6001.91,2426.42,4852.84,4852.84,2419.09,4838.18,4838.18,2675.29,5350.58,5350.58
Real Insurance,Real Travel Insurance Comprehensive Winter,180,days,186,days,76,79,5093.93,10187.87,10187.87,3655.74,7311.48,7311.48,3433.6,6867.2,6867.2,2886.8,5773.6,5773.6,2755.26,5510.52,5510.52,3047.07,6094.13,6094.13
Real Insurance,Real Travel Insurance Basic Winter $0 Excess,1,days,2,days,18,49,68.91,137.83,137.83,57.59,115.18,115.18,51.71,103.42,103.42,51.22,102.44,102.44,48.06,96.11,96.11,56.55,113.09,113.09
Real Insurance,Real Travel Insurance Basic Winter $0 Excess,3,days,3,days,18,49,94.52,189.05,189.05,75.61,151.23,151.23,68.33,136.66,136.66,68.91,137.83,137.83,64.65,129.31,129.31,76.09,152.19,152.19
Real Insurance,Real Travel Insurance Basic Winter $0 Excess,4,days,4,days,18,49,118.15,236.31,236.31,93.6,187.2,187.2,84.92,169.84,169.84,88.59,177.19,177.19,70.23,140.46,140.46,82.7,165.41,165.41
Real Insurance,Real Travel Insurance Basic Winter $0 Excess,5,days,5,days,18,49,135.9,271.79,271.79,111.63,223.27,223.27,96,192,192,94.52,189.05,189.05,72.08,144.16,144.16,84.86,169.71,169.71
Real Insurance,Real Travel Insurance Basic Winter $0 Excess,6,days,6,days,18,49,153.59,307.18,307.18,124.25,248.5,248.5,110.8,221.6,221.6,100.44,200.88,200.88,77.57,155.15,155.15,91.35,182.7,182.7
Real Insurance,Real Travel Insurance Basic Winter $0 Excess,7,days,7,days,18,49,163.43,326.85,326.85,129.63,259.25,259.25,114.48,228.95,228.95,102.39,204.78,204.78,79.44,158.88,158.88,93.52,187.05,187.05
Real Insurance,Real Travel Insurance Basic Winter $0 Excess,8,days,8,days,18,49,153.59,307.18,307.18,138.65,277.3,277.3,120.04,240.08,240.08,106.34,212.68,212.68,88.16,176.33,176.33,97.86,195.73,195.73
Real Insurance,Real Travel Insurance Basic Winter $0 Excess,9,days,9,days,18,49,161.48,322.95,322.95,144.02,288.05,288.05,125.56,251.12,251.12,108.31,216.61,216.61,90.1,180.2,180.2,100.02,200.03,200.03
Real Insurance,Real Travel Insurance Basic Winter $0 Excess,10,days,10,days,18,49,169.34,338.69,338.69,149.43,298.86,298.86,131.11,262.23,262.23,112.26,224.51,224.51,92.09,184.18,184.18,102.19,204.38,204.38
Real Insurance,Real Travel Insurance Basic Winter $0 Excess,11,days,11,days,18,49,183.07,366.13,366.13,158.43,316.86,316.86,136.63,273.26,273.26,116.67,233.33,233.33,98.58,197.16,197.16,106.58,213.16,213.16
Real Insurance,Real Travel Insurance Basic Winter $0 Excess,12,days,12,days,18,49,193.13,386.27,386.27,163.86,327.71,327.71,138.54,277.08,277.08,120.72,241.43,241.43,100.63,201.26,201.26,108.8,217.6,217.6
Real Insurance,Real Travel Insurance Basic Winter $0 Excess,13,days,13,days,18,49,201.19,402.38,402.38,171.01,342.02,342.02,144.02,288.05,288.05,124.69,249.39,249.39,102.61,205.22,205.22,110.93,221.86,221.86
Real Insurance,Real Travel Insurance Basic Winter $0 Excess,14,days,14,days,18,49,207.22,414.44,414.44,174.61,349.22,349.22,151.42,302.84,302.84,126.74,253.49,253.49,106.61,213.22,213.22,115.28,230.56,230.56
Real Insurance,Real Travel Insurance Basic Winter $0 Excess,15,days,15,days,18,49,211.23,422.46,422.46,180.03,360.07,360.07,153.25,306.5,306.5,130.77,261.54,261.54,124.69,249.39,249.39,134.83,269.66,269.66
Real Insurance,Real Travel Insurance Basic Winter $0 Excess,16,days,16,days,18,49,219.28,438.55,438.55,185.63,371.26,371.26,158.98,317.97,317.97,132.79,265.58,265.58,126.74,253.49,253.49,137.3,274.6,274.6
Real Insurance,Real Travel Insurance Basic Winter $0 Excess,17,days,17,days,18,49,257.52,515.03,515.03,191.04,382.09,382.09,162.66,325.32,325.32,138.83,277.66,277.66,130.77,261.54,261.54,141.68,283.35,283.35
Real Insurance,Real Travel Insurance Basic Winter $0 Excess,18,days,18,days,18,49,263.54,527.09,527.09,194.64,389.28,389.28,168.2,336.4,336.4,142.87,285.74,285.74,132.79,265.58,265.58,143.85,287.7,287.7
Real Insurance,Real Travel Insurance Basic Winter $0 Excess,19,days,19,days,18,49,269.59,539.18,539.18,200.03,400.05,400.05,170.07,340.13,340.13,144.81,289.62,289.62,136.79,273.58,273.58,148.2,296.41,296.41
Real Insurance,Real Travel Insurance Basic Winter $0 Excess,20,days,20,days,18,49,277.62,555.24,555.24,205.47,410.94,410.94,175.61,351.22,351.22,148.86,297.71,297.71,138.83,277.66,277.66,150.41,300.83,300.83
Real Insurance,Real Travel Insurance Basic Winter $0 Excess,21,days,21,days,18,49,285.65,571.3,571.3,210.86,421.71,421.71,179.3,358.6,358.6,150.91,301.81,301.81,142.87,285.74,285.74,154.74,309.48,309.48
Real Insurance,Real Travel Insurance Basic Winter $0 Excess,22,days,22,days,18,49,291.71,583.41,583.41,216.24,432.49,432.49,184.84,369.67,369.67,154.88,309.75,309.75,144.81,289.62,289.62,156.87,313.74,313.74
Real Insurance,Real Travel Insurance Basic Winter $0 Excess,23,days,23,days,18,49,299.76,599.53,599.53,221.65,443.3,443.3,188.55,377.11,377.11,156.9,313.81,313.81,148.86,297.71,297.71,161.26,322.52,322.52
Real Insurance,Real Travel Insurance Basic Winter $0 Excess,24,days,24,days,18,49,305.76,611.52,611.52,227.09,454.19,454.19,194.07,388.14,388.14,160.95,321.91,321.91,150.91,301.81,301.81,163.47,326.94,326.94
