POLICY,,DURATION (DAYS),,,,AGE GROUP,,PRICING (2 DECIMAL PLACES MAXIMUM),,,,,,,,,,,,,,,,,,,,,,,
INSURER NAME,POLICY NAME,MINIMUM VALUE DAYS,UNIT,MAXIMUM VALUE,UNIT,AGE MINIMUM,AGE MAXIMUM,,REGION 1,,,REGION 2,,,REGION 3,,,REGION 4,,,REGION 5,,,REGION 6,,,REGION 7,,,REGION 7,
Easy Travel Insurance,International Comprehensive $100 Excess,57,Days,63,Days,65,69,679.7,1359.4,1359.4,592.9,1185.8,1185.8,464.1,928.2,928.2,403.9,807.8,807.8,403.9,807.8,807.8,403.9,807.8,807.8,231.7,463.4,463.4,,,
Easy Travel Insurance,International Comprehensive $100 Excess,64,Days,70,Days,65,69,748.3,1496.6,1496.6,776.3,1552.6,1552.6,616,1232,1232,525,1050,1050,525,1050,1050,525,1050,1050,257.6,515.2,515.2,,,
Easy Travel Insurance,International Comprehensive $100 Excess,71,Days,91,Days,65,69,891.1,1782.2,1782.2,784.7,1569.4,1569.4,623.7,1247.4,1247.4,532.7,1065.4,1065.4,579.6,1159.2,1159.2,532.7,1065.4,1065.4,277.2,554.4,554.4,,,
Easy Travel Insurance,International Comprehensive $100 Excess,92,Days,119,Days,65,69,1020.6,2041.2,2041.2,957.6,1915.2,1915.2,746.9,1493.8,1493.8,634.9,1269.8,1269.8,634.9,1269.8,1269.8,634.9,1269.8,1269.8,297.5,595,595,,,
Easy Travel Insurance,International Comprehensive $100 Excess,120,Days,154,Days,65,69,1183.7,2367.4,2367.4,1101.8,2203.6,2203.6,809.2,1618.4,1618.4,727.3,1454.6,1454.6,727.3,1454.6,1454.6,727.3,1454.6,1454.6,345.8,691.6,691.6,,,
Easy Travel Insurance,International Comprehensive $100 Excess,155,Days,182,Days,65,69,1367.1,2734.2,2734.2,1264.9,2529.8,2529.8,965.3,1930.6,1930.6,868,1736,1736,868,1736,1736,868,1736,1736,385.7,771.4,771.4,,,
Easy Travel Insurance,International Comprehensive $100 Excess,183,Days,213,Days,65,69,1581.3,3162.6,3162.6,1460.9,2921.8,2921.8,1117.9,2235.8,2235.8,977.9,1955.8,1955.8,977.9,1955.8,1955.8,977.9,1955.8,1955.8,406,812,812,,,
Easy Travel Insurance,International Comprehensive $100 Excess,214,Days,243,Days,65,69,1747.9,3495.8,3495.8,1622.6,3245.2,3245.2,1241.8,2483.6,2483.6,1038.8,2077.6,2077.6,1038.8,2077.6,2077.6,1038.8,2077.6,2077.6,485.8,971.6,971.6,,,
Easy Travel Insurance,International Comprehensive $100 Excess,244,Days,274,Days,65,69,1921.5,3843,3843,1810.2,3620.4,3620.4,1385.3,2770.6,2770.6,1184.4,2368.8,2368.8,1184.4,2368.8,2368.8,1184.4,2368.8,2368.8,525.7,1051.4,1051.4,,,
Easy Travel Insurance,International Comprehensive $100 Excess,275,Days,304,Days,65,69,2046.8,4093.6,4093.6,1964.2,3928.4,3928.4,1446.2,2892.4,2892.4,1267.7,2535.4,2535.4,1267.7,2535.4,2535.4,1267.7,2535.4,2535.4,566.3,1132.6,1132.6,,,
Easy Travel Insurance,International Comprehensive $100 Excess,305,Days,334,Days,65,69,2225.3,4450.6,4450.6,2119.6,4239.2,4239.2,1561.7,3123.4,3123.4,1377.6,2755.2,2755.2,1377.6,2755.2,2755.2,1377.6,2755.2,2755.2,626.5,1253,1253,,,
Easy Travel Insurance,International Comprehensive $100 Excess,335,Days,365,Days,65,69,2324,4648,4648,2216.2,4432.4,4432.4,1629.6,3259.2,3259.2,1460.9,2921.8,2921.8,1460.9,2921.8,2921.8,1460.9,2921.8,2921.8,706.3,1412.6,1412.6,,,
Easy Travel Insurance,International Comprehensive $100 Excess,1,Days,5,Days,70,74,242.2,484.4,484.4,221.9,443.8,443.8,156.1,312.2,312.2,156.8,313.6,313.6,153.3,306.6,306.6,136.5,273,273,123.2,246.4,246.4,,,
Easy Travel Insurance,International Comprehensive $100 Excess,6,Days,8,Days,70,74,306.6,613.2,613.2,265.3,530.6,530.6,180.6,361.2,361.2,179.2,358.4,358.4,175,350,350,156.1,312.2,312.2,130.9,261.8,261.8,,,
Easy Travel Insurance,International Comprehensive $100 Excess,9,Days,11,Days,70,74,430.5,861,861,312.9,625.8,625.8,217.7,435.4,435.4,217,434,434,211.4,422.8,422.8,188.3,376.6,376.6,168.7,337.4,337.4,,,
Easy Travel Insurance,International Comprehensive $100 Excess,12,Days,14,Days,70,74,438.9,877.8,877.8,359.1,718.2,718.2,254.1,508.2,508.2,256.2,512.4,512.4,240.1,480.2,480.2,222.6,445.2,445.2,196.7,393.4,393.4,,,
Easy Travel Insurance,International Comprehensive $100 Excess,15,Days,17,Days,70,74,441,882,882,361.9,723.8,723.8,257.6,515.2,515.2,259,518,518,243.6,487.2,487.2,225.4,450.8,450.8,205.1,410.2,410.2,,,
Easy Travel Insurance,International Comprehensive $100 Excess,18,Days,20,Days,70,74,514.5,1029,1029,423.5,847,847,303.1,606.2,606.2,303.8,607.6,607.6,282.1,564.2,564.2,264.6,529.2,529.2,221.2,442.4,442.4,,,
Easy Travel Insurance,International Comprehensive $100 Excess,21,Days,23,Days,70,74,522.2,1044.4,1044.4,489.3,978.6,978.6,347.2,694.4,694.4,328.3,656.6,656.6,307.3,614.6,614.6,285.6,571.2,571.2,252,504,504,,,
Easy Travel Insurance,International Comprehensive $100 Excess,24,Days,26,Days,70,74,641.2,1282.4,1282.4,547.4,1094.8,1094.8,396.2,792.4,792.4,397.6,795.2,795.2,371,742,742,345.8,691.6,691.6,287,574,574,,,
Easy Travel Insurance,International Comprehensive $100 Excess,27,Days,29,Days,70,74,646.8,1293.6,1293.6,551.6,1103.2,1103.2,399,798,798,401.1,802.2,802.2,375.2,750.4,750.4,348.6,697.2,697.2,310.8,621.6,621.6,,,
Easy Travel Insurance,International Comprehensive $100 Excess,30,Days,32,Days,70,74,776.3,1552.6,1552.6,621.6,1243.2,1243.2,447.3,894.6,894.6,446.6,893.2,893.2,421.4,842.8,842.8,387.8,775.6,775.6,326.9,653.8,653.8,,,
Easy Travel Insurance,International Comprehensive $100 Excess,33,Days,35,Days,70,74,784.7,1569.4,1569.4,651.7,1303.4,1303.4,452.9,905.8,905.8,455,910,910,427,854,854,395.5,791,791,357.7,715.4,715.4,,,
Easy Travel Insurance,International Comprehensive $100 Excess,36,Days,38,Days,70,74,786.8,1573.6,1573.6,682.5,1365,1365,506.1,1012.2,1012.2,509.6,1019.2,1019.2,478.8,957.6,957.6,443.1,886.2,886.2,385,770,770,,,
Easy Travel Insurance,International Comprehensive $100 Excess,39,Days,42,Days,70,74,919.8,1839.6,1839.6,757.4,1514.8,1514.8,559.3,1118.6,1118.6,563.5,1127,1127,530.6,1061.2,1061.2,490,980,980,416.5,833,833,,,
Easy Travel Insurance,International Comprehensive $100 Excess,43,Days,45,Days,70,74,923.3,1846.6,1846.6,830.2,1660.4,1660.4,610.4,1220.8,1220.8,611.1,1222.2,1222.2,584.5,1169,1169,531.3,1062.6,1062.6,450.1,900.2,900.2,,,
Easy Travel Insurance,International Comprehensive $100 Excess,46,Days,49,Days,70,74,1033.9,2067.8,2067.8,835.1,1670.2,1670.2,631.4,1262.8,1262.8,613.9,1227.8,1227.8,587.3,1174.6,1174.6,534.1,1068.2,1068.2,483,966,966,,,
Easy Travel Insurance,International Comprehensive $100 Excess,50,Days,56,Days,70,74,1144.5,2289,2289,884.1,1768.2,1768.2,651.7,1303.4,1303.4,649.6,1299.2,1299.2,621.6,1243.2,1243.2,564.9,1129.8,1129.8,490.7,981.4,981.4,,,
Easy Travel Insurance,International Comprehensive $100 Excess,57,Days,63,Days,70,74,1264.2,2528.4,2528.4,956.9,1913.8,1913.8,681.8,1363.6,1363.6,683.2,1366.4,1366.4,653.1,1306.2,1306.2,594.3,1188.6,1188.6,513.8,1027.6,1027.6,,,
Easy Travel Insurance,International Comprehensive $100 Excess,64,Days,70,Days,70,74,1326.5,2653,2653,1262.1,2524.2,2524.2,903.7,1807.4,1807.4,882.7,1765.4,1765.4,844.2,1688.4,1688.4,767.9,1535.8,1535.8,575.4,1150.8,1150.8,,,
Easy Travel Insurance,International Comprehensive $100 Excess,71,Days,91,Days,70,74,1430.8,2861.6,2861.6,1323,2646,2646,922.6,1845.2,1845.2,963.9,1927.8,1927.8,924.7,1849.4,1849.4,770.7,1541.4,1541.4,621.6,1243.2,1243.2,,,
Easy Travel Insurance,International Comprehensive $100 Excess,92,Days,119,Days,70,74,1534.4,3068.8,3068.8,1335.6,2671.2,2671.2,941.5,1883,1883,996.1,1992.2,1992.2,976.5,1953,1953,849.1,1698.2,1698.2,667.8,1335.6,1335.6,,,
Easy Travel Insurance,International Comprehensive $100 Excess,120,Days,154,Days,70,74,1784.3,3568.6,3568.6,1563.8,3127.6,3127.6,1101.1,2202.2,2202.2,1024.8,2049.6,2049.6,1143.8,2287.6,2287.6,994.7,1989.4,1989.4,851.9,1703.8,1703.8,,,
Easy Travel Insurance,International Comprehensive $100 Excess,155,Days,182,Days,70,74,1992.2,3984.4,3984.4,1829.8,3659.6,3659.6,1234.1,2468.2,2468.2,1171.8,2343.6,2343.6,1390.2,2780.4,2780.4,1116.5,2233,2233,980,1960,1960,,,
Easy Travel Insurance,International Comprehensive $100 Excess,183,Days,213,Days,70,74,,,,,,,,,,,,,,,,,,,1031.8,2063.6,2063.6,,,
Easy Travel Insurance,International Comprehensive $100 Excess,214,Days,243,Days,70,74,,,,,,,,,,,,,,,,,,,1239.7,2479.4,2479.4,,,
Easy Travel Insurance,International Comprehensive $100 Excess,244,Days,274,Days,70,74,,,,,,,,,,,,,,,,,,,1344,2688,2688,,,
Easy Travel Insurance,International Comprehensive $100 Excess,275,Days,304,Days,70,74,,,,,,,,,,,,,,,,,,,1447.6,2895.2,2895.2,,,
Easy Travel Insurance,International Comprehensive $100 Excess,305,Days,334,Days,70,74,,,,,,,,,,,,,,,,,,,1603.7,3207.4,3207.4,,,
Easy Travel Insurance,International Comprehensive $100 Excess,335,Days,365,Days,70,74,,,,,,,,,,,,,,,,,,,1811.6,3623.2,3623.2,,,
Easy Travel Insurance,International Comprehensive $100 Excess,1,Days,5,Days,75,79,344.4,688.8,688.8,330.4,660.8,660.8,226.1,452.2,452.2,256.2,512.4,512.4,218.4,436.8,436.8,199.5,399,399,153.3,306.6,306.6,,,
Easy Travel Insurance,International Comprehensive $100 Excess,6,Days,8,Days,75,79,434,868,868,392,784,784,259.7,519.4,519.4,269.5,539,539,237.3,474.6,474.6,226.1,452.2,452.2,208.6,417.2,417.2,,,
Easy Travel Insurance,International Comprehensive $100 Excess,9,Days,11,Days,75,79,607.6,1215.2,1215.2,472.5,945,945,311.5,623,623,310.1,620.2,620.2,284.2,568.4,568.4,270.9,541.8,541.8,211.4,422.8,422.8,,,
Easy Travel Insurance,International Comprehensive $100 Excess,12,Days,14,Days,75,79,612.5,1225,1225,537.6,1075.2,1075.2,356.3,712.6,712.6,340.9,681.8,681.8,321.3,642.6,642.6,296.8,593.6,593.6,224.7,449.4,449.4,,,
Easy Travel Insurance,International Comprehensive $100 Excess,15,Days,17,Days,75,79,616.7,1233.4,1233.4,544.6,1089.2,1089.2,358.4,716.8,716.8,343.7,687.4,687.4,340.9,681.8,681.8,308,616,616,255.5,511,511,,,
Easy Travel Insurance,International Comprehensive $100 Excess,18,Days,20,Days,75,79,725.2,1450.4,1450.4,634.9,1269.8,1269.8,426.3,852.6,852.6,406.7,813.4,813.4,400.4,800.8,800.8,364.7,729.4,729.4,310.1,620.2,620.2,,,
Easy Travel Insurance,International Comprehensive $100 Excess,21,Days,23,Days,75,79,729.4,1458.8,1458.8,730.8,1461.6,1461.6,479.5,959,959,448.7,897.4,897.4,431.9,863.8,863.8,390.6,781.2,781.2,341.6,683.2,683.2,,,
Easy Travel Insurance,International Comprehensive $100 Excess,24,Days,26,Days,75,79,893.9,1787.8,1787.8,800.1,1600.2,1600.2,551.6,1103.2,1103.2,527.8,1055.6,1055.6,523.6,1047.2,1047.2,459.2,918.4,918.4,371,742,742,,,
Easy Travel Insurance,International Comprehensive $100 Excess,27,Days,29,Days,75,79,898.8,1797.6,1797.6,837.9,1675.8,1675.8,557.2,1114.4,1114.4,528.5,1057,1057,527.8,1055.6,1055.6,473.2,946.4,946.4,402.5,805,805,,,
Easy Travel Insurance,International Comprehensive $100 Excess,30,Days,32,Days,75,79,1080.1,2160.2,2160.2,980.7,1961.4,1961.4,625.1,1250.2,1250.2,599.2,1198.4,1198.4,593.6,1187.2,1187.2,520.8,1041.6,1041.6,423.5,847,847,,,
Easy Travel Insurance,International Comprehensive $100 Excess,33,Days,35,Days,75,79,1088.5,2177,2177,1022.7,2045.4,2045.4,632.1,1264.2,1264.2,599.9,1199.8,1199.8,625.1,1250.2,1250.2,536.9,1073.8,1073.8,463.4,926.8,926.8,,,
Easy Travel Insurance,International Comprehensive $100 Excess,36,Days,38,Days,75,79,1091.3,2182.6,2182.6,1104.6,2209.2,2209.2,699.3,1398.6,1398.6,669.9,1339.8,1339.8,699.3,1398.6,1398.6,623.7,1247.4,1247.4,499.1,998.2,998.2,,,
Easy Travel Insurance,International Comprehensive $100 Excess,39,Days,42,Days,75,79,1274,2548,2548,1223.6,2447.2,2447.2,773.5,1547,1547,741.3,1482.6,1482.6,741.3,1482.6,1482.6,644.7,1289.4,1289.4,576.1,1152.2,1152.2,,,
Easy Travel Insurance,International Comprehensive $100 Excess,43,Days,45,Days,75,79,1278.2,2556.4,2556.4,1342.6,2685.2,2685.2,850.5,1701,1701,814.8,1629.6,1629.6,814.8,1629.6,1629.6,744.1,1488.2,1488.2,651.7,1303.4,1303.4,,,
Easy Travel Insurance,International Comprehensive $100 Excess,46,Days,49,Days,75,79,1428.7,2857.4,2857.4,1348.2,2696.4,2696.4,878.5,1757,1757,855.4,1710.8,1710.8,819.7,1639.4,1639.4,734.3,1468.6,1468.6,690.9,1381.8,1381.8,,,
Easy Travel Insurance,International Comprehensive $100 Excess,50,Days,56,Days,75,79,1581.3,3162.6,3162.6,1481.2,2962.4,2962.4,903,1806,1806,904.4,1808.8,1808.8,866.6,1733.2,1733.2,753.2,1506.4,1506.4,725.2,1450.4,1450.4,,,
Easy Travel Insurance,International Comprehensive $100 Excess,57,Days,63,Days,75,79,1645.7,3291.4,3291.4,1687,3374,3374,1113.7,2227.4,2227.4,1096.9,2193.8,2193.8,1007.3,2014.6,2014.6,914.2,1828.4,1828.4,739.2,1478.4,1478.4,,,
Easy Travel Insurance,International Comprehensive $100 Excess,64,Days,70,Days,75,79,1815.1,3630.2,3630.2,1775.9,3551.8,3551.8,1220.1,2440.2,2440.2,1155,2310,2310,1106.7,2213.4,2213.4,962.5,1925,1925,848.4,1696.8,1696.8,,,
Easy Travel Insurance,International Comprehensive $100 Excess,71,Days,91,Days,75,79,1960.7,3921.4,3921.4,2067.1,4134.2,4134.2,1327.2,2654.4,2654.4,1252.3,2504.6,2504.6,1199.8,2399.6,2399.6,1043.7,2087.4,2087.4,917.7,1835.4,1835.4,,,
Easy Travel Insurance,International Comprehensive $100 Excess,92,Days,119,Days,75,79,2106.3,4212.6,4212.6,2227.4,4454.8,4454.8,1429.4,2858.8,2858.8,1348.9,2697.8,2697.8,1346.1,2692.2,2692.2,1236.9,2473.8,2473.8,987,1974,1974,,,
Easy Travel Insurance,International Comprehensive $100 Excess,120,Days,154,Days,75,79,2928.8,5857.6,5857.6,2790.2,5580.4,5580.4,1673.7,3347.4,3347.4,1582,3164,3164,1578.5,3157,3157,1450.4,2900.8,2900.8,1153.6,2307.2,2307.2,,,
Easy Travel Insurance,International Comprehensive $100 Excess,155,Days,182,Days,75,79,3007.9,6015.8,6015.8,3030.3,6060.6,6060.6,1958.6,3917.2,3917.2,1850.1,3700.2,3700.2,1843.1,3686.2,3686.2,1628.2,3256.4,3256.4,1435.7,2871.4,2871.4,,,
Easy Travel Insurance,International Comprehensive $100 Excess,183,Days,213,Days,75,79,,,,,,,,,,,,,,,,,,,1512.7,3025.4,3025.4,,,
Easy Travel Insurance,International Comprehensive $100 Excess,214,Days,243,Days,75,79,,,,,,,,,,,,,,,,,,,1820.7,3641.4,3641.4,,,
Easy Travel Insurance,International Comprehensive $100 Excess,244,Days,274,Days,75,79,,,,,,,,,,,,,,,,,,,1974.7,3949.4,3949.4,,,
Easy Travel Insurance,International Comprehensive $100 Excess,275,Days,304,Days,75,79,,,,,,,,,,,,,,,,,,,2128.7,4257.4,4257.4,,,
Easy Travel Insurance,International Comprehensive $100 Excess,305,Days,334,Days,75,79,,,,,,,,,,,,,,,,,,,2359.7,4719.4,4719.4,,,
Easy Travel Insurance,International Comprehensive $100 Excess,335,Days,365,Days,75,79,,,,,,,,,,,,,,,,,,,2667.7,5335.4,5335.4,,,
Easy Travel Insurance,International Comprehensive $100 Excess,1,Days,5,Days,80,150,526.4,1052.8,1052.8,627.9,1255.8,1255.8,429.8,859.6,859.6,378.7,757.4,757.4,415.1,830.2,830.2,378.7,757.4,757.4,279.3,558.6,558.6,,,
Easy Travel Insurance,International Comprehensive $100 Excess,6,Days,8,Days,80,150,663.6,1327.2,1327.2,685.3,1370.6,1370.6,494.2,988.4,988.4,429.8,859.6,859.6,471.1,942.2,942.2,429.8,859.6,859.6,375.9,751.8,751.8,,,
Easy Travel Insurance,International Comprehensive $100 Excess,9,Days,11,Days,80,150,893.9,1787.8,1787.8,789.6,1579.2,1579.2,592.2,1184.4,1184.4,515.2,1030.4,1030.4,564.2,1128.4,1128.4,515.2,1030.4,1030.4,430.5,861,861,,,
Easy Travel Insurance,International Comprehensive $100 Excess,12,Days,14,Days,80,150,897.4,1794.8,1794.8,864.5,1729,1729,653.8,1307.6,1307.6,584.5,1169,1169,629.3,1258.6,1258.6,584.5,1169,1169,476,952,952,,,
Easy Travel Insurance,International Comprehensive $100 Excess,15,Days,17,Days,80,150,947.1,1894.2,1894.2,951.3,1902.6,1902.6,696.5,1393,1393,592.2,1184.4,1184.4,665,1330,1330,592.2,1184.4,1184.4,537.6,1075.2,1075.2,,,
Easy Travel Insurance,International Comprehensive $100 Excess,18,Days,20,Days,80,150,1112.3,2224.6,2224.6,1110.2,2220.4,2220.4,795.9,1591.8,1591.8,694.4,1388.8,1388.8,760.2,1520.4,1520.4,694.4,1388.8,1388.8,653.1,1306.2,1306.2,,,
Easy Travel Insurance,International Comprehensive $100 Excess,21,Days,23,Days,80,150,1117.2,2234.4,2234.4,1222.2,2444.4,2444.4,911.4,1822.8,1822.8,749.7,1499.4,1499.4,799.4,1598.8,1598.8,728,1456,1456,702.8,1405.6,1405.6,,,
Easy Travel Insurance,International Comprehensive $100 Excess,24,Days,26,Days,80,150,1372.7,2745.4,2745.4,1366.4,2732.8,2732.8,1045.1,2090.2,2090.2,912.1,1824.2,1824.2,938.7,1877.4,1877.4,886.2,1772.4,1772.4,797.3,1594.6,1594.6,,,
Easy Travel Insurance,International Comprehensive $100 Excess,27,Days,29,Days,80,150,1379.7,2759.4,2759.4,1464.4,2928.8,2928.8,1047.2,2094.4,2094.4,915.6,1831.2,1831.2,941.5,1883,1883,915.6,1831.2,1831.2,865.9,1731.8,1731.8,,,
Easy Travel Insurance,International Comprehensive $100 Excess,30,Days,32,Days,80,150,1665.3,3330.6,3330.6,1577.8,3155.6,3155.6,1183.7,2367.4,2367.4,1085.7,2171.4,2171.4,1066.1,2132.2,2132.2,987,1974,1974,912.1,1824.2,1824.2,,,
Easy Travel Insurance,International Comprehensive $100 Excess,33,Days,35,Days,80,150,1674.4,3348.8,3348.8,1583.4,3166.8,3166.8,1187.9,2375.8,2375.8,1088.5,2177,2177,1068.9,2137.8,2137.8,989.8,1979.6,1979.6,942.9,1885.8,1885.8,,,
Easy Travel Insurance,International Comprehensive $100 Excess,36,Days,38,Days,80,150,1677.9,3355.8,3355.8,1775.2,3550.4,3550.4,1328.6,2657.2,2657.2,1218,2436,2436,1195.6,2391.2,2391.2,1107.4,2214.8,2214.8,952,1904,1904,,,
Easy Travel Insurance,International Comprehensive $100 Excess,39,Days,42,Days,80,150,1965.6,3931.2,3931.2,1967,3934,3934,1469.3,2938.6,2938.6,1347.5,2695,2695,1323,2646,2646,1225,2450,2450,956.2,1912.4,1912.4,,,
Easy Travel Insurance,International Comprehensive $100 Excess,43,Days,45,Days,80,150,,,,,,,,,,,,,,,,,,,,,,,,
Easy Travel Insurance,International Comprehensive $100 Excess,46,Days,49,Days,80,150,,,,,,,,,,,,,,,,,,,,,,,,
Easy Travel Insurance,International Comprehensive $100 Excess,50,Days,56,Days,80,150,,,,,,,,,,,,,,,,,,,,,,,,
Easy Travel Insurance,International Comprehensive $100 Excess,57,Days,63,Days,80,150,,,,,,,,,,,,,,,,,,,,,,,,
Easy Travel Insurance,International Comprehensive $100 Excess,64,Days,70,Days,80,150,,,,,,,,,,,,,,,,,,,,,,,,
Easy Travel Insurance,International Comprehensive $100 Excess,71,Days,91,Days,80,150,,,,,,,,,,,,,,,,,,,,,,,,
Easy Travel Insurance,International Comprehensive $100 Excess,92,Days,119,Days,80,150,,,,,,,,,,,,,,,,,,,,,,,,
Easy Travel Insurance,International Comprehensive $100 Excess,120,Days,154,Days,80,150,,,,,,,,,,,,,,,,,,,,,,,,
Easy Travel Insurance,International Comprehensive $100 Excess,155,Days,182,Days,80,150,,,,,,,,,,,,,,,,,,,,,,,,
Easy Travel Insurance,International Comprehensive $100 Excess,183,Days,213,Days,80,150,,,,,,,,,,,,,,,,,,,,,,,,
Easy Travel Insurance,International Comprehensive $100 Excess,214,Days,243,Days,80,150,,,,,,,,,,,,,,,,,,,,,,,,
Easy Travel Insurance,International Comprehensive $100 Excess,244,Days,274,Days,80,150,,,,,,,,,,,,,,,,,,,,,,,,
Easy Travel Insurance,International Comprehensive $100 Excess,275,Days,304,Days,80,150,,,,,,,,,,,,,,,,,,,,,,,,
Easy Travel Insurance,International Comprehensive $100 Excess,305,Days,334,Days,80,150,,,,,,,,,,,,,,,,,,,,,,,,
Easy Travel Insurance,International Comprehensive $100 Excess,335,Days,365,Days,80,150,,,,,,,,,,,,,,,,,,,,,,,,
Easy Travel Insurance,International Comprehensive $0 Excess,1,Days,5,Days,0,49,142.1,284.2,284.2,144.2,288.4,288.4,121.1,242.2,242.2,114.8,229.6,229.6,109.9,219.8,219.8,114.8,229.6,229.6,76.3,152.6,152.6,,,
Easy Travel Insurance,International Comprehensive $0 Excess,6,Days,8,Days,0,49,169.4,338.8,338.8,159.6,319.2,319.2,139.3,278.6,278.6,128.1,256.2,256.2,120.4,240.8,240.8,128.1,256.2,256.2,86.1,172.2,172.2,,,
Easy Travel Insurance,International Comprehensive $0 Excess,9,Days,11,Days,0,49,226.1,452.2,452.2,185.5,371,371,158.2,316.4,316.4,145.6,291.2,291.2,137.2,274.4,274.4,145.6,291.2,291.2,97.3,194.6,194.6,,,
Easy Travel Insurance,International Comprehensive $0 Excess,12,Days,14,Days,0,49,227.5,455,455,202.3,404.6,404.6,173.6,347.2,347.2,156.8,313.6,313.6,152.6,305.2,305.2,156.8,313.6,313.6,105,210,210,,,
Easy Travel Insurance,International Comprehensive $0 Excess,15,Days,17,Days,0,49,229.6,459.2,459.2,208.6,417.2,417.2,177.8,355.6,355.6,161,322,322,161,322,322,161,322,322,119.7,239.4,239.4,,,
Easy Travel Insurance,International Comprehensive $0 Excess,18,Days,20,Days,0,49,268.1,536.2,536.2,244.3,488.6,488.6,208.6,417.2,417.2,188.3,376.6,376.6,188.3,376.6,376.6,188.3,376.6,376.6,140,280,280,,,
Easy Travel Insurance,International Comprehensive $0 Excess,21,Days,23,Days,0,49,272.3,544.6,544.6,275.1,550.2,550.2,231.7,463.4,463.4,199.5,399,399,199.5,399,399,199.5,399,399,149.8,299.6,299.6,,,
Easy Travel Insurance,International Comprehensive $0 Excess,24,Days,26,Days,0,49,327.6,655.2,655.2,302.4,604.8,604.8,254.8,509.6,509.6,226.1,452.2,452.2,224.7,449.4,449.4,226.1,452.2,452.2,162.4,324.8,324.8,,,
Easy Travel Insurance,International Comprehensive $0 Excess,27,Days,29,Days,0,49,330.4,660.8,660.8,309.4,618.8,618.8,259,518,518,232.4,464.8,464.8,228.2,456.4,456.4,232.4,464.8,464.8,171.5,343,343,,,
Easy Travel Insurance,International Comprehensive $0 Excess,30,Days,32,Days,0,49,386.4,772.8,772.8,336,672,672,284.9,569.8,569.8,251.3,502.6,502.6,249.2,498.4,498.4,251.3,502.6,502.6,177.1,354.2,354.2,,,
Easy Travel Insurance,International Comprehensive $0 Excess,33,Days,35,Days,0,49,389.9,779.8,779.8,344.4,688.8,688.8,287,574,574,257.6,515.2,515.2,261.1,522.2,522.2,257.6,515.2,515.2,182,364,364,,,
Easy Travel Insurance,International Comprehensive $0 Excess,36,Days,38,Days,0,49,393.4,786.8,786.8,380.8,761.6,761.6,315.7,631.4,631.4,282.1,564.2,564.2,274.4,548.8,548.8,282.1,564.2,564.2,184.8,369.6,369.6,,,
Easy Travel Insurance,International Comprehensive $0 Excess,39,Days,42,Days,0,49,436.8,873.6,873.6,417.9,835.8,835.8,343.7,687.4,687.4,306.6,613.2,613.2,298.9,597.8,597.8,306.6,613.2,613.2,187.6,375.2,375.2,,,
Easy Travel Insurance,International Comprehensive $0 Excess,43,Days,45,Days,0,49,460.6,921.2,921.2,472.5,945,945,385,770,770,344.4,688.8,688.8,337.4,674.8,674.8,344.4,688.8,688.8,208.6,417.2,417.2,,,
Easy Travel Insurance,International Comprehensive $0 Excess,46,Days,49,Days,0,49,518,1036,1036,474.6,949.2,949.2,392.7,785.4,785.4,351.4,702.8,702.8,344.4,688.8,688.8,351.4,702.8,702.8,218.4,436.8,436.8,,,
Easy Travel Insurance,International Comprehensive $0 Excess,50,Days,56,Days,0,49,567,1134,1134,498.4,996.8,996.8,411.6,823.2,823.2,367.5,735,735,360.5,721,721,367.5,735,735,225.4,450.8,450.8,,,
Easy Travel Insurance,International Comprehensive $0 Excess,57,Days,63,Days,0,49,595,1190,1190,521.5,1043,1043,428.4,856.8,856.8,376.6,753.2,753.2,375.9,751.8,751.8,376.6,753.2,753.2,238,476,476,,,
Easy Travel Insurance,International Comprehensive $0 Excess,64,Days,70,Days,0,49,646.1,1292.2,1292.2,666.4,1332.8,1332.8,534.8,1069.6,1069.6,463.4,926.8,926.8,463.4,926.8,926.8,463.4,926.8,926.8,249.2,498.4,498.4,,,
Easy Travel Insurance,International Comprehensive $0 Excess,71,Days,91,Days,0,49,758.1,1516.2,1516.2,669.2,1338.4,1338.4,539,1078,1078,469,938,938,469,938,938,469,938,938,267.4,534.8,534.8,,,
Easy Travel Insurance,International Comprehensive $0 Excess,92,Days,119,Days,0,49,858.2,1716.4,1716.4,804.3,1608.6,1608.6,641.9,1283.8,1283.8,555.8,1111.6,1111.6,555.8,1111.6,1111.6,555.8,1111.6,1111.6,287,574,574,,,
Easy Travel Insurance,International Comprehensive $0 Excess,120,Days,154,Days,0,49,984.9,1969.8,1969.8,914.9,1829.8,1829.8,689.5,1379,1379,626.5,1253,1253,626.5,1253,1253,626.5,1253,1253,320.6,641.2,641.2,,,
Easy Travel Insurance,International Comprehensive $0 Excess,155,Days,182,Days,0,49,1125.6,2251.2,2251.2,1040.2,2080.4,2080.4,809.9,1619.8,1619.8,735,1470,1470,735,1470,1470,735,1470,1470,345.8,691.6,691.6,,,
Easy Travel Insurance,International Comprehensive $0 Excess,183,Days,213,Days,0,49,1300.6,2601.2,2601.2,1199.1,2398.2,2398.2,935.2,1870.4,1870.4,828.1,1656.2,1656.2,828.1,1656.2,1656.2,828.1,1656.2,1656.2,400.4,800.8,800.8,,,
